	word	gold	gru pred	earlyBoundary	lateBoundary	missedBoundary	addedBoundary	totalErrors
1047	secretory	s/1 e/0 c/1 r/0 e/0 t/1 o/0 r/1 y/0	s/1 e/0 C/0 R/1 e/0 t/1 o/0 R/0 y/0	0	1	1	0	2
1048	beachcombe	b/1 e/0 a/0 c/0 h/0 c/1 o/0 m/0 b/0 e/1 r/0	b/1 e/0 a/0 c/0 h/0 c/1 o/0 m/0 B/1 E/0 r/0	1	0	0	0	1
1049	gipsy	g/1 i/0 p/0 s/1 y/0	g/1 i/0 p/0 S/0 y/0	0	0	1	0	1
1050	ascent	a/1 s/0 c/1 e/0 n/0 t/0	a/1 s/0 c/1 e/0 n/0 T/1	0	0	0	1	1
1051	cula	/1 c/0 u/1 l/1 a/0 r/0	o/1 c/0 U/0 l/1 a/0 r/0	0	1	0	0	1
1052	adoption	a/1 d/1 o/0 p/0 t/1 i/0 o/0 n/0	a/1 D/0 o/0 p/0 t/1 i/0 o/0 n/0	1	0	0	0	1
1053	causing	c/1 a/0 u/0 s/0 i/1 n/0 g/0	c/1 a/0 u/0 s/0 I/0 n/0 g/0	0	0	1	0	1
1054	laminate	/1 a/0 m/0 i/1 n/1 a/0 t/0 e/1 d/0	l/1 a/0 m/0 i/1 N/0 a/0 t/0 e/1 d/0	1	0	0	0	1
1055	imly	/1 i/0 m/0 l/1 y/0	/1 i/0 M/1 L/0 y/0	1	0	0	0	1
1056	lob	/1 o/0 b/1 o/0	l/1 o/0 B/0 o/0	0	0	1	0	1
1057	tuning	t/1 u/0 n/0 i/1 n/0 g/0	t/1 u/0 n/0 I/0 n/0 g/0	0	0	1	0	1
1058	holiness	h/1 o/0 l/1 i/0 n/1 e/0 s/0 s/0	h/1 o/0 L/0 i/0 N/0 e/0 s/0 s/0	0	0	2	0	2
1059	alleviation	a/1 l/0 l/1 e/0 v/1 i/0 a/1 t/1 i/0 o/0 n/0	a/1 l/0 l/1 e/0 V/0 i/0 a/1 T/0 i/0 o/0 n/0	1	0	1	0	2
1060	fragrant	f/1 r/0 a/0 g/1 r/0 a/0 n/0 t/0	f/1 r/0 a/0 G/0 r/0 a/0 n/0 t/0	0	0	1	0	1
1061	negligence	n/1 e/0 g/0 l/1 i/0 g/1 e/0 n/0 c/0 e/0	n/1 e/0 G/1 l/1 i/0 G/0 e/0 n/0 c/0 e/0	0	0	1	0	1
1062	colonialism	c/1 o/0 l/1 o/0 n/1 i/0 a/1 l/0 i/1 s/0 m/0	c/1 o/0 L/0 O/1 N/0 i/0 a/1 l/0 i/1 s/0 m/0	1	1	0	0	2
1063	begga	b/1 e/0 g/0 g/1 a/0 r/0	b/1 e/0 G/1 g/1 a/0 r/0	0	0	0	1	1
1064	tint	t/1 i/0 n/0 t/0	t/1 i/0 n/0 T/1	0	0	0	1	1
1065	bsolete	/1 b/0 s/1 o/0 l/1 e/0 t/0 e/1 d/0	o/1 b/0 s/1 o/0 L/0 e/0 t/0 E/0 d/0	0	0	2	0	2
1066	categorize	c/1 a/0 t/0 e/1 g/1 o/0 r/1 i/0 z/0 e/0 d/0	c/1 a/0 t/0 e/1 g/1 o/0 R/0 i/0 z/0 e/0 d/0	0	0	1	0	1
1067	tac	t/1 a/0 c/1 o/0	t/1 a/0 C/0 o/0	0	0	1	0	1
1068	granddaughte	g/1 r/0 a/0 n/0 d/0 d/1 a/0 u/0 g/0 h/0 t/1 e/0 r/0	g/1 r/0 a/0 n/0 d/0 d/1 a/0 u/0 g/0 h/0 T/0 e/0 r/0	0	0	1	0	1
1069	apology	a/1 p/1 o/0 l/0 o/1 g/1 y/0	a/1 P/0 o/0 l/0 o/1 g/1 y/0	1	0	0	0	1
1070	efinite	/1 e/0 f/0 i/1 n/1 i/0 t/0 e/0	/1 e/0 F/1 I/0 N/0 I/1 T/1 e/0	1	1	0	1	3
1071	statistics	s/1 t/0 a/0 t/1 i/0 s/0 t/1 i/0 c/0 s/0	s/1 t/0 a/0 T/0 I/1 s/0 T/0 i/0 c/0 s/0	0	1	1	0	2
1072	iminutive	/1 i/0 m/1 i/0 n/0 u/1 t/1 i/0 v/0 e/0	/1 i/0 m/1 i/0 n/0 U/0 t/1 i/0 v/0 e/0	0	1	0	0	1
1073	fortune	f/1 o/0 r/0 t/1 u/0 n/0 e/0	f/1 o/0 r/0 t/1 u/0 N/1 e/0	0	0	0	1	1
1074	egimen	r/1 e/0 g/0 i/1 m/1 e/0 n/0	/1 e/0 G/1 I/0 M/0 e/0 n/0	1	0	1	0	2
1075	clumsy	c/1 l/0 u/0 m/0 s/1 y/0	c/1 l/0 u/0 m/0 S/0 Y/1	0	1	0	0	1
1076	flute	f/1 l/0 u/0 t/0 e/0	f/1 l/0 u/0 T/1 e/0	0	0	0	1	1
1077	francophone	f/1 r/0 a/0 n/0 c/1 o/0 p/1 h/0 o/0 n/0 e/0	f/1 r/0 a/0 n/0 c/1 o/0 P/0 h/0 o/0 n/0 e/0	0	0	1	0	1
1078	curative	c/1 u/0 r/0 a/1 t/1 i/0 v/0 e/0	c/1 u/0 r/0 A/0 t/1 i/0 v/0 e/0	0	1	0	0	1
1079	attentive	a/1 t/0 t/1 e/0 n/0 t/1 i/0 v/0 e/0	a/1 t/0 t/1 e/0 n/0 T/0 i/0 v/0 e/0	0	0	1	0	1
1080	elevation	e/1 l/0 e/1 v/1 a/0 t/1 i/0 o/0 n/0	/1 L/1 E/0 v/1 a/0 T/0 i/0 o/0 n/0	1	0	1	0	2
1081	sorcere	s/1 o/0 r/0 c/1 e/0 r/0 e/1 r/0	s/1 o/0 r/0 c/1 e/0 r/0 E/0 r/0	0	0	1	0	1
1082	bong	b/1 o/0 n/0 g/0	b/1 o/0 n/0 G/1	0	0	0	1	1
1083	enounce	r/1 e/0 n/1 o/0 u/0 n/0 c/0 e/0	/1 e/0 N/0 O/1 u/0 n/0 c/0 e/0	0	1	0	0	1
1084	enthusiasm	e/1 n/0 t/1 h/0 u/0 s/1 i/0 a/1 s/0 m/0	/1 n/0 t/1 h/0 u/0 s/1 i/0 a/1 s/0 M/1	0	0	0	1	1
1085	unusable	u/1 n/0 u/1 s/0 a/1 b/1 l/0 e/0	u/1 n/0 u/1 s/0 A/0 b/1 l/0 e/0	0	1	0	0	1
1086	pyrami	p/1 y/0 r/0 a/1 m/1 i/0 d/0	p/1 y/0 R/1 A/0 m/1 I/1 d/0	1	0	0	1	2
1087	honda	h/1 o/0 n/0 d/1 a/0	h/1 o/0 n/0 D/0 a/0	0	0	1	0	1
1088	pills	p/1 i/0 l/0 l/0 s/0	p/1 i/0 l/0 L/1 S/1	0	0	0	2	2
1089	folic	f/1 o/0 l/1 i/0 c/0	f/1 o/0 L/0 i/0 c/0	0	0	1	0	1
1090	vagabon	v/1 a/0 g/0 a/1 b/1 o/0 n/0 d/0	v/1 a/0 G/1 A/0 b/1 o/0 n/0 d/0	1	0	0	0	1
1091	stilett	s/1 t/0 i/0 l/1 e/0 t/0 t/1 o/0	s/1 t/0 i/0 L/0 e/0 t/0 T/0 o/0	0	0	2	0	2
1092	prime	p/1 r/0 i/0 m/0 e/1 r/0	p/1 r/0 i/0 M/1 E/0 r/0	1	0	0	0	1
1093	judging	j/1 u/0 d/0 g/0 i/1 n/0 g/0	j/1 u/0 D/1 g/0 i/1 n/0 g/0	0	0	0	1	1
1094	express	e/1 x/0 p/1 r/0 e/0 s/0 s/0 o/1	/1 x/0 p/1 r/0 e/0 s/0 s/0 O/0	0	0	1	0	1
1095	tourist	t/1 o/0 u/0 r/0 i/1 s/0 t/0	t/1 o/0 u/0 r/0 I/0 s/0 t/0	0	0	1	0	1
1096	kismet	k/1 i/0 s/0 m/1 e/0 t/0	k/1 i/0 s/0 M/0 e/0 t/0	0	0	1	0	1
1097	agglomeration	a/1 g/0 g/1 l/0 o/0 m/0 e/1 r/0 a/1 t/1 i/0 o/0 n/0	a/1 G/1 g/1 l/0 o/0 M/1 E/0 r/0 a/1 T/0 i/0 o/0 n/0	2	0	0	0	2
1098	combination	c/1 o/0 m/0 b/1 i/0 n/1 a/0 t/1 i/0 o/0 n/0	c/1 o/0 m/0 b/1 i/0 N/0 a/0 t/1 i/0 o/0 n/0	0	0	1	0	1
1099	facia	f/1 a/0 c/1 i/0 a/1	f/1 a/0 C/0 i/0 A/0	0	0	2	0	2
1100	salivary	s/1 a/0 l/0 i/1 v/1 a/0 r/0 y/1	s/1 a/0 l/0 I/0 V/0 a/0 r/0 Y/0	0	0	3	0	3
1101	transforme	t/1 r/0 a/0 n/0 s/0 f/1 o/0 r/0 m/0 e/1 r/0	t/1 r/0 a/0 n/0 s/0 f/1 o/0 r/0 M/1 E/0 r/0	1	0	0	0	1
1102	gaudy	g/1 a/0 u/0 d/0 y/1	g/1 a/0 u/0 d/0 Y/0	0	0	1	0	1
1103	hydride	h/1 y/0 d/1 r/0 i/0 d/0 e/0	h/1 y/0 d/1 r/0 i/0 D/1 e/0	0	0	0	1	1
1104	impedance	i/1 m/0 p/1 e/0 d/0 a/1 n/0 c/0 e/0	i/1 m/0 p/1 e/0 d/0 A/0 n/0 c/0 e/0	0	0	1	0	1
1105	parkin	p/1 a/0 r/0 k/1 i/0 n/0	p/1 a/0 r/0 K/0 i/0 n/0	0	0	1	0	1
1106	stetson	s/1 t/0 e/0 t/0 s/1 o/0 n/0	s/1 t/0 e/0 t/0 S/0 o/0 n/0	0	0	1	0	1
1107	insure	i/1 n/0 s/1 u/0 r/0 e/1 r/0	i/1 n/0 s/1 u/0 r/0 E/0 r/0	0	0	1	0	1
1108	cute	c/1 u/0 t/0 e/0	c/1 u/0 t/0 E/1	0	0	0	1	1
1109	lichen	/1 i/0 c/1 h/0 e/0 n/0	l/1 i/0 C/0 h/0 e/0 n/0	0	0	1	0	1
1110	tropical	t/1 r/0 o/0 p/0 i/1 c/1 a/0 l/0	t/1 r/0 o/0 p/0 i/1 C/0 a/0 l/0	1	0	0	0	1
1111	profusely	p/1 r/0 o/0 f/1 u/0 s/0 e/0 l/1 y/0	p/1 r/0 o/0 f/1 u/0 s/0 e/0 L/0 y/0	0	0	1	0	1
1112	litigation	/1 i/0 t/0 i/1 g/1 a/0 t/1 i/0 o/0 n/0	l/1 i/0 t/0 i/1 G/0 a/0 T/0 i/0 o/0 n/0	1	0	1	0	2
1113	sent	s/1 e/0 n/0 t/0	s/1 e/0 n/0 T/1	0	0	0	1	1
1114	preferentially	p/1 r/0 e/0 f/0 e/1 r/0 e/1 n/0 t/1 i/0 a/0 l/0 l/1 y/0	p/1 r/0 e/0 F/1 e/1 r/0 e/1 n/0 T/0 i/0 a/0 l/0 l/1 y/0	0	0	1	0	1
1115	stability	s/1 t/0 a/0 b/1 i/0 l/0 i/1 t/1 y/0	s/1 t/0 a/0 b/1 i/0 L/1 I/0 t/1 y/0	1	0	0	0	1
1116	graveya	g/1 r/0 a/0 v/0 e/0 y/1 a/0 r/0 d/0	g/1 r/0 a/0 v/0 E/1 Y/0 A/1 r/0 d/0	1	0	0	1	2
1117	unskille	u/1 n/0 s/1 k/0 i/0 l/0 l/0 e/0 d/0	u/1 n/0 s/1 k/0 i/0 l/0 l/0 E/1 d/0	0	0	0	1	1
1118	stylistic	s/1 t/0 y/0 l/1 i/0 s/0 t/1 i/0 c/0	s/1 t/0 y/0 l/1 I/1 s/0 T/0 i/0 c/0	0	0	1	0	1
1119	ialectic	/1 i/0 a/1 l/1 e/0 c/0 t/1 i/0 c/0	/1 i/0 a/1 L/0 e/0 c/0 t/1 i/0 c/0	1	0	0	0	1
1120	terrorism	t/1 e/0 r/0 r/1 o/0 r/0 i/1 s/0 m/0	t/1 e/0 r/0 r/1 o/0 r/0 I/0 s/0 m/0	0	0	1	0	1
1121	craze	c/1 r/0 a/0 z/0 e/0 d/0	c/1 r/0 a/0 Z/1 e/0 d/0	0	0	0	1	1
1122	evolutionaries	r/1 e/0 v/0 o/1 l/1 u/0 t/1 i/0 o/0 n/0 a/1 r/0 i/1 e/0 s/0	/1 e/0 V/1 o/1 L/0 u/0 t/1 i/0 o/0 n/0 a/1 r/0 i/1 e/0 s/0	1	0	0	0	1
1123	ecognizable	r/1 e/0 c/0 o/1 g/0 n/1 i/0 z/0 a/1 b/1 l/0 e/0	/1 e/0 C/1 O/0 g/0 n/1 i/0 z/0 A/0 b/1 l/0 e/0	1	1	0	0	2
1124	peruse	p/1 e/0 r/1 u/0 s/0 e/0	p/1 e/0 R/0 u/0 s/0 e/0	0	0	1	0	1
1125	prim	p/1 r/0 i/0 m/0	p/1 r/0 i/0 M/1	0	0	0	1	1
1126	insecurity	i/1 n/0 s/1 e/0 c/1 u/0 r/1 i/0 t/1 y/0	i/1 n/0 s/1 e/0 C/0 U/1 r/1 i/0 t/1 y/0	0	1	0	0	1
1127	camellia	c/1 a/0 m/1 e/0 l/0 l/1 i/0 a/0	c/1 a/0 M/0 E/1 L/1 l/1 i/0 A/1	0	1	0	2	3
1128	milt	m/1 i/0 l/0 t/0	m/1 i/0 l/0 T/1	0	0	0	1	1
1129	coleoptera	c/1 o/0 l/1 e/0 o/1 p/0 t/1 e/0 r/0 a/1	c/1 o/0 L/0 E/1 o/1 P/1 t/1 e/0 r/0 a/1	0	1	0	1	2
1130	ene	r/1 e/0 n/1 e/0 w/0	/1 e/0 N/0 e/0 w/0	0	0	1	0	1
1131	notions	n/1 o/0 t/1 i/0 o/0 n/0 s/0	n/1 o/0 t/1 i/0 o/0 n/0 S/1	0	0	0	1	1
1132	iving	/1 i/0 v/0 i/1 n/0 g/0	/1 i/0 V/1 I/0 n/0 g/0	1	0	0	0	1
1133	foetus	f/1 o/0 e/0 t/1 u/0 s/0	f/1 o/0 e/0 T/0 U/1 s/0	0	1	0	0	1
1134	simulate	s/1 i/0 m/0 u/1 l/1 a/0 t/0 e/0	s/1 i/0 m/0 u/1 l/1 a/0 t/0 E/1	0	0	0	1	1
1135	aders	w/1 a/0 d/0 e/1 r/0 s/0	w/1 a/0 d/0 E/0 r/0 S/1	0	0	1	0	1
1136	intuitive	i/1 n/0 t/1 u/0 i/1 t/1 i/0 v/0 e/0	i/1 n/0 t/1 u/0 i/1 T/0 i/0 v/0 e/0	1	0	0	0	1
1137	comman	c/1 o/0 m/0 m/1 a/0 n/0 d/1 o/0	c/1 o/0 m/0 m/1 a/0 n/0 D/0 o/0	0	0	1	0	1
1138	characterizing	c/1 h/0 a/0 r/0 a/1 c/0 t/1 e/0 r/0 i/1 z/0 i/1 n/0 g/0	c/1 h/0 a/0 r/0 a/1 c/0 t/1 e/0 r/0 I/0 z/0 i/1 n/0 g/0	0	0	1	0	1
1139	cite	c/1 i/0 t/0 e/0	c/1 i/0 t/0 E/1	0	0	0	1	1
1140	larde	/1 a/0 r/0 d/1 e/0 r/0	l/1 a/0 r/0 D/0 E/1 r/0	0	1	0	0	1
1141	statistician	s/1 t/0 a/0 t/0 i/1 s/0 t/1 i/0 c/1 i/0 a/0 n/0	s/1 t/0 a/0 t/0 i/1 s/0 T/0 i/0 C/0 I/1 a/0 n/0	0	1	1	0	2
1142	gasoline	g/1 a/0 s/0 o/1 l/1 i/0 n/0 e/0	g/1 a/0 s/0 O/0 L/0 I/1 n/0 e/0	0	1	1	0	2
1143	bursa	b/1 u/0 r/0 s/1 a/0	b/1 u/0 r/0 S/0 a/0	0	0	1	0	1
1144	cogent	c/1 o/0 g/1 e/0 n/0 t/0	c/1 o/0 G/0 e/0 n/0 T/1	0	0	1	0	1
1145	metabolism	m/1 e/0 t/1 a/0 b/0 o/1 l/1 i/0 s/0 m/0	m/1 e/0 T/0 A/1 B/1 O/0 L/0 i/0 s/0 m/0	1	1	1	0	3
1146	calle	c/1 a/0 l/0 l/0 e/1 r/0	c/1 a/0 l/0 L/1 E/0 r/0	1	0	0	0	1
1147	licensing	/1 i/0 c/1 e/0 n/0 s/0 i/1 n/0 g/0	l/1 i/0 C/0 e/0 n/0 S/1 I/0 n/0 g/0	1	0	1	0	2
1148	coincident	c/1 o/0 i/1 n/0 c/1 i/0 d/1 e/0 n/0 t/0	c/1 o/0 I/0 n/0 c/1 i/0 D/0 e/0 n/0 t/0	0	0	2	0	2
1149	legion	/1 e/0 g/1 i/0 o/0 n/0	l/1 e/0 G/0 i/0 o/0 n/0	0	0	1	0	1
1150	civilisation	c/1 i/0 v/0 i/1 l/1 i/0 s/1 a/0 t/1 i/0 o/0 n/0	c/1 i/0 v/0 i/1 l/1 I/1 S/0 a/0 t/1 i/0 o/0 n/0	1	0	0	0	1
1151	faq	f/1 a/0 q/0	f/1 a/0 Q/1	0	0	0	1	1
1152	chippendale	c/1 h/0 i/0 p/0 p/1 e/0 n/0 d/1 a/0 l/0 e/0	c/1 h/0 i/0 p/0 p/1 e/0 n/0 D/0 a/0 l/0 e/0	0	0	1	0	1
1153	pacemake	p/1 a/0 c/0 e/0 m/1 a/0 k/0 e/1 r/0	p/1 a/0 c/0 e/0 m/1 a/0 k/0 E/0 r/0	0	0	1	0	1
1154	butte	b/1 u/0 t/0 t/0 e/0	b/1 u/0 t/0 T/1 e/0	0	0	0	1	1
1155	sawdust	s/1 a/0 w/0 d/1 u/0 s/0 t/0	s/1 a/0 w/0 d/1 u/0 s/0 T/1	0	0	0	1	1
1156	neithe	n/1 e/0 i/0 t/1 h/0 e/0 r/0	n/1 e/0 i/0 T/0 h/0 e/0 r/0	0	0	1	0	1
1157	sporadically	s/1 p/0 o/0 r/1 a/0 d/0 i/1 c/1 a/0 l/0 l/1 y/0	s/1 p/0 o/0 R/0 a/0 d/0 I/0 C/0 a/0 l/0 l/1 y/0	0	0	3	0	3
1158	flatiron	f/1 l/0 a/0 t/0 i/1 r/1 o/0 n/0	f/1 l/0 a/0 t/0 i/1 R/0 o/0 n/0	1	0	0	0	1
1159	interrogate	i/1 n/0 t/1 e/0 r/0 r/1 o/0 g/1 a/0 t/0 e/0	i/1 n/0 t/1 e/0 r/0 r/1 o/0 G/0 a/0 t/0 e/0	0	0	1	0	1
1160	hinestone	r/1 h/0 i/0 n/0 e/0 s/1 t/0 o/0 n/0 e/0	/1 h/0 i/0 N/1 e/0 S/0 t/0 o/0 n/0 e/0	0	0	1	0	1
1161	transitory	t/1 r/0 a/0 n/0 s/1 i/0 t/1 o/0 r/1 y/0	t/1 r/0 a/0 n/0 S/0 i/0 t/1 o/0 R/0 y/0	0	0	2	0	2
1162	horde	h/1 o/0 r/0 d/0 e/0	h/1 o/0 r/0 d/0 E/1	0	0	0	1	1
1163	fame	f/1 a/0 m/0 e/0 d/0	f/1 a/0 M/1 e/0 d/0	0	0	0	1	1
1164	mushy	m/1 u/0 s/0 h/0 y/1	m/1 u/0 s/0 h/0 Y/0	0	0	1	0	1
1165	leviathan	/1 e/0 v/1 i/0 a/1 t/1 h/0 a/0 n/0	l/1 e/0 V/0 I/1 a/1 T/0 h/0 a/0 n/0	1	1	0	0	2
1166	congruent	c/1 o/0 n/0 g/1 r/0 u/0 e/1 n/0 t/0	c/1 o/0 n/0 g/1 r/0 u/0 E/0 n/0 t/0	0	0	1	0	1
1167	lobste	/1 o/0 b/0 s/1 t/0 e/0 r/0	l/1 o/0 b/0 S/0 t/0 e/0 r/0	0	0	1	0	1
1168	ligan	/1 i/0 g/0 a/1 n/0 d/0	l/1 i/0 g/0 A/0 n/0 D/1	0	0	1	0	1
1169	mandibula	m/1 a/0 n/0 d/1 i/0 b/0 u/1 l/1 a/0 r/0	m/1 a/0 n/0 d/1 i/0 B/1 u/1 l/1 a/0 r/0	0	0	0	1	1
1170	unwarrante	u/1 n/0 w/1 a/0 r/0 r/1 a/0 n/0 t/0 e/1 d/0	u/1 n/0 w/1 a/0 r/0 r/1 a/0 n/0 t/0 E/0 d/0	0	0	1	0	1
1171	experiential	e/1 x/0 p/1 e/0 r/1 i/0 e/1 n/0 t/1 i/0 a/0 l/0	/1 x/0 p/1 e/0 R/0 i/0 e/1 n/0 T/0 i/0 a/0 l/0	0	0	2	0	2
1172	gene	g/1 e/0 n/0 e/0	g/1 e/0 n/0 E/1	0	0	0	1	1
1173	holiday	h/1 o/0 l/0 i/1 d/1 a/0 y/0	h/1 o/0 l/0 I/0 D/0 a/0 y/0	0	0	2	0	2
1174	pluralism	p/1 l/0 u/0 r/1 a/0 l/0 i/1 s/0 m/0	p/1 l/0 u/0 R/0 a/0 l/0 i/1 s/0 m/0	0	0	1	0	1
1175	late	/1 a/0 t/0 e/1 d/0	l/1 a/0 t/0 E/0 d/0	0	0	1	0	1
1176	ann	a/1 n/0 n/0	a/1 n/0 N/1	0	0	0	1	1
1177	pap	p/1 a/0 p/0	p/1 a/0 P/1	0	0	0	1	1
1178	imperialist	i/1 m/0 p/1 e/0 r/1 i/0 a/1 l/0 i/1 s/0 t/0	i/1 m/0 p/1 e/0 R/0 i/0 a/1 l/0 i/1 s/0 t/0	0	0	1	0	1
1179	molestation	m/1 o/0 l/1 e/0 s/0 t/1 a/0 t/1 i/0 o/0 n/0	m/1 o/0 l/1 e/0 s/0 t/1 a/0 T/0 i/0 o/0 n/0	0	0	1	0	1
1180	lfactory	/1 l/0 f/1 a/0 c/0 t/1 o/0 r/1 y/0	o/1 l/0 f/1 a/0 c/0 t/1 o/0 R/0 y/0	0	0	1	0	1
1181	silence	s/1 i/0 l/1 e/0 n/0 c/0 e/1 r/0	s/1 i/0 L/0 e/0 n/0 c/0 E/0 r/0	0	0	2	0	2
1182	fedora	f/1 e/0 d/1 o/0 r/1 a/0	f/1 e/0 D/0 o/0 R/0 a/0	0	0	2	0	2
1183	lotion	/1 o/0 t/1 i/0 o/0 n/0	l/1 o/0 T/0 i/0 o/0 n/0	0	0	1	0	1
1184	blizza	b/1 l/0 i/0 z/0 z/1 a/0 r/0 d/0	b/1 l/0 i/0 z/0 Z/0 a/0 r/0 d/0	0	0	1	0	1
1185	pullove	p/1 u/0 l/0 l/0 o/1 v/1 e/0 r/0	p/1 u/0 l/0 L/1 O/0 V/0 e/0 r/0	1	0	1	0	2
1186	prestigious	p/1 r/0 e/0 s/0 t/1 i/0 g/0 i/1 o/0 u/0 s/0	p/1 r/0 e/0 S/1 t/1 i/0 g/0 i/1 o/0 u/0 s/0	0	0	0	1	1
1187	scenery	s/1 c/0 e/0 n/0 e/1 r/0 y/1	s/1 c/0 e/0 n/0 E/0 r/0 y/1	0	0	1	0	1
1188	categorization	c/1 a/0 t/0 e/1 g/1 o/0 r/1 i/0 z/1 a/0 t/1 i/0 o/0 n/0	c/1 a/0 t/0 e/1 g/1 o/0 R/0 i/0 Z/0 a/0 t/1 i/0 o/0 n/0	0	0	2	0	2
1189	cavendish	c/1 a/0 v/0 e/1 n/0 d/1 i/0 s/0 h/0	c/1 a/0 v/0 E/0 n/0 D/0 i/0 s/0 h/0	0	0	2	0	2
1190	ivory	i/1 v/1 o/0 r/1 y/0	i/1 v/1 o/0 R/0 Y/1	0	1	0	0	1
1191	anecdote	a/1 n/0 e/1 c/0 d/1 o/0 t/0 e/0	a/1 n/0 e/1 C/1 d/1 o/0 T/1 e/0	0	0	0	2	2
1192	collision	c/1 o/0 l/0 l/1 i/0 s/1 i/0 o/0 n/0	c/1 o/0 l/0 l/1 i/0 S/0 I/1 o/0 n/0	0	1	0	0	1
1193	painte	p/1 a/0 i/0 n/0 t/0 e/1 d/0	p/1 a/0 i/0 n/0 t/0 E/0 d/0	0	0	1	0	1
1194	lire	/1 i/0 r/1 e/0	l/1 i/0 R/0 e/0	0	0	1	0	1
1195	educate	e/1 d/0 u/1 c/1 a/0 t/0 e/0	/1 d/0 u/1 c/1 a/0 t/0 E/1	0	0	0	1	1
1196	arteriosclerosis	a/1 r/0 t/1 e/0 r/1 i/0 o/1 s/1 c/0 l/0 e/0 r/1 o/0 s/1 i/0 s/0	a/1 r/0 t/1 e/0 R/0 i/0 o/1 S/0 C/1 l/0 e/0 R/0 O/1 S/0 i/0 s/0	2	1	1	0	4
1197	gi	g/1 i/0 r/1 o/0	g/1 i/0 R/0 o/0	0	0	1	0	1
1198	multidimensional	m/1 u/0 l/0 t/1 i/0 d/1 i/0 m/1 e/0 n/0 s/1 i/0 o/0 n/0 a/1 l/0	m/1 u/0 l/0 t/1 i/0 d/1 i/0 m/1 e/0 n/0 S/0 i/0 o/0 n/0 a/1 l/0	0	0	1	0	1
1199	horizontally	h/1 o/0 r/0 i/1 z/1 o/0 n/0 t/1 a/0 l/0 l/1 y/0	h/1 o/0 r/0 I/0 Z/0 o/0 n/0 t/1 a/0 l/0 l/1 y/0	0	0	2	0	2
1200	threefol	t/1 h/0 r/0 e/0 e/0 f/1 o/0 l/0 d/0	t/1 h/0 r/0 e/0 e/0 F/0 o/0 l/0 d/0	0	0	1	0	1
1201	mbre	/1 m/0 b/1 r/0 e/0	o/1 M/1 b/1 r/0 e/0	0	0	0	1	1
1202	uniformity	u/1 n/1 i/0 f/1 o/0 r/0 m/0 i/1 t/1 y/0	u/1 N/0 i/0 f/1 o/0 r/0 m/0 i/1 t/1 y/0	1	0	0	0	1
1203	istinct	/1 i/0 s/0 t/1 i/0 n/0 c/0 t/0	/1 i/0 s/0 t/1 i/0 n/0 c/0 T/1	0	0	0	1	1
1204	photograph	p/1 h/0 o/0 t/1 o/0 g/1 r/0 a/0 p/0 h/0	p/1 h/0 o/0 t/1 o/0 G/0 R/1 a/0 p/0 h/0	0	1	0	0	1
1205	symposium	s/1 y/0 m/0 p/1 o/0 s/1 i/0 u/1 m/0	s/1 y/0 m/0 p/1 o/0 S/0 i/0 u/1 m/0	0	0	1	0	1
1206	myocardium	m/1 y/0 o/1 c/1 a/0 r/0 d/1 i/0 u/1 m/0	m/1 y/0 o/1 C/0 a/0 r/0 d/1 i/0 u/1 m/0	1	0	0	0	1
1207	unassigne	u/1 n/0 a/1 s/0 s/1 i/0 g/0 n/0 e/0 d/0	u/1 n/0 a/1 s/0 s/1 i/0 g/0 n/0 E/1 d/0	0	0	0	1	1
1208	fabric	f/1 a/0 b/0 r/1 i/0 c/0	f/1 a/0 b/0 R/0 i/0 C/1	0	0	1	0	1
1209	irrespective	i/1 r/0 r/1 e/0 s/1 p/0 e/0 c/0 t/1 i/0 v/0 e/0	i/1 r/0 r/1 e/0 S/0 P/1 e/0 c/0 T/0 i/0 v/0 e/0	0	1	1	0	2
1210	aureus	a/1 u/0 r/1 e/0 u/1 s/0	a/1 u/0 r/1 e/0 u/1 S/1	0	0	0	1	1
1211	squall	s/1 q/0 u/0 a/0 l/0 l/0	s/1 q/0 u/0 a/0 l/0 L/1	0	0	0	1	1
1212	eacon	/1 e/0 a/0 c/1 o/0 n/0	/1 e/0 a/0 C/0 o/0 n/0	0	0	1	0	1
1213	gelatin	g/1 e/0 l/0 a/1 t/1 i/0 n/0	g/1 e/0 l/0 A/0 T/0 i/0 n/0	0	0	2	0	2
1214	geriatric	g/1 e/0 r/0 i/1 a/1 t/0 r/1 i/0 c/0	g/1 e/0 r/0 i/1 a/1 t/0 R/0 i/0 C/1	0	0	1	0	1
1215	nating	/1 o/0 n/1 a/0 t/0 i/1 n/0 g/0	/1 o/0 N/0 a/0 t/0 I/0 n/0 g/0	0	0	2	0	2
1216	choruses	c/1 h/0 o/0 r/1 u/0 s/0 e/1 s/0	c/1 h/0 o/0 r/1 u/0 s/0 E/0 s/0	0	0	1	0	1
1217	secretly	s/1 e/0 c/1 r/0 e/0 t/0 l/1 y/0	s/1 e/0 C/0 R/1 e/0 T/1 l/1 y/0	0	1	0	1	2
1218	pausing	p/1 a/0 u/0 s/0 i/1 n/0 g/0	p/1 a/0 u/0 s/0 I/0 n/0 g/0	0	0	1	0	1
1219	ermatitis	/1 e/0 r/0 m/1 a/0 t/1 i/0 t/1 i/0 s/0	/1 e/0 R/1 m/1 a/0 T/0 I/1 t/1 i/0 s/0	0	1	0	1	2
